Branch_Location,Loan_Product,Employment_Status,Credit_Risk_Rating,Loan_Status,Loan_Amount_PHP,Interest_Rate_Annual,Monthly_Income_PHP,Loan_Term_Months,Days_Past_Due,Application_Date,Disbursement_Date
Makati CBD Branch,OFW Remittance Advance,OFW Dependent,Low Risk,Restructured,356546.93,12.56,73103.97,24,18,2025-05-29,2025-06-04
Makati CBD Branch,Small Business Micro-Loan,Self-Employed,High Risk,Restructured,84744.13,12.33,67828.91,6,57,2025-01-27,2025-01-30
Davao Central Branch,Emergency Cash Loan,OFW Dependent,Low Risk,Restructured,292381.3,22.55,35355.62,18,22,2025-04-16,2025-04-21
Cebu IT Park Branch,Salary Loan,OFW Dependent,Medium Risk,Active,,12.37,105175.76,24,53,2025-05-03,2025-05-06
Makati CBD Branch,OFW Remittance Advance,Self-Employed,Medium Risk,Active,217824.03,12.72,86078.78,36,79,2025-02-13,2025-02-15
Makati CBD Branch,Salary Loan,Self-Employed,High Risk,Restructured,370857.68,20.27,102980.38,36,64,2025-04-10,2025-04-13
Davao Central Branch,OFW Remittance Advance,Regular,Medium Risk,Past Due,467839.84,15.47,105170.25,6,11,2025-01-28,2025-01-31
Davao Central Branch,Salary Loan,OFW Dependent,Low Risk,Past Due,463528.57,20.54,93577.36,18,23,2025-06-22,2025-06-25
Makati CBD Branch,OFW Remittance Advance,Contractual,Medium Risk,Past Due,230911.29,9.51,61117.11,12,33,2025-01-17,2025-01-20
Davao Central Branch,OFW Remittance Advance,Contractual,Medium Risk,Past Due,65486.64,16.06,79107.41,18,52,2025-05-07,2025-05-09
Makati CBD Branch,Small Business Micro-Loan,OFW Dependent,Low Risk,Fully Paid,492572.19,9.02,31838.37,36,7,2025-05-03,2025-05-09
Cebu IT Park Branch,Salary Loan,OFW Dependent,High Risk,Restructured,421060.06,9.47,85732.77,24,17,2025-06-17,2025-06-21
Cebu IT Park Branch,Small Business Micro-Loan,OFW Dependent,High Risk,Active,71084.71,22.55,33821.59,12,56,2025-05-11,2025-05-16
Makati CBD Branch,Small Business Micro-Loan,Self-Employed,Medium Risk,Restructured,461212.52,10.66,87864.71,6,4,2025-03-17,2025-03-21
Makati CBD Branch,Salary Loan,Contractual,Low Risk,Past Due,436249.22,16.75,39107.81,12,25,2025-02-15,2025-02-19
Quezon City Hub,OFW Remittance Advance,Contractual,High Risk,Active,264230.65,14.87,27342.89,6,29,2025-06-07,2025-06-12
Quezon City Hub,Small Business Micro-Loan,Contractual,High Risk,Fully Paid,299724.96,13.88,32354.87,12,53,2025-03-10,2025-03-12
Davao Central Branch,Salary Loan,OFW Dependent,Medium Risk,Restructured,205511.32,22.45,15209.17,6,12,2025-05-17,2025-05-22
Davao Central Branch,OFW Remittance Advance,Self-Employed,Low Risk,Active,36833.2,8.84,,6,82,2025-03-26,2025-03-28
Makati CBD Branch,Small Business Micro-Loan,OFW Dependent,High Risk,Active,174246.65,18.79,91902.11,12,28,2025-01-11,2025-01-15
Makati CBD Branch,Small Business Micro-Loan,Regular,Medium Risk,Past Due,403398.19,23.43,69068.0,12,2,2025-03-10,2025-03-12
Quezon City Hub,Small Business Micro-Loan,Regular,Medium Risk,Past Due,,17.18,31943.09,6,89,2025-04-09,2025-04-15
Quezon City Hub,OFW Remittance Advance,Contractual,Medium Risk,Restructured,173414.59,23.02,23773.21,36,57,2025-04-01,2025-04-06
Makati CBD Branch,Small Business Micro-Loan,OFW Dependent,Medium Risk,Fully Paid,205102.66,9.31,17008.54,12,75,2025-06-08,2025-06-14
Cebu IT Park Branch,OFW Remittance Advance,Regular,High Risk,Active,273323.85,14.99,32403.56,18,1,2025-06-10,2025-06-14
Cebu IT Park Branch,Emergency Cash Loan,Regular,Low Risk,Past Due,460729.25,12.53,108539.83,24,74,2025-06-16,2025-06-21
Davao Central Branch,Small Business Micro-Loan,OFW Dependent,Medium Risk,Restructured,179709.54,19.83,40361.37,6,27,2025-04-04,2025-04-08
Makati CBD Branch,Emergency Cash Loan,Self-Employed,Medium Risk,Past Due,180007.07,23.71,52198.49,6,81,2025-06-23,2025-06-29
Makati CBD Branch,Salary Loan,OFW Dependent,High Risk,Restructured,371375.61,12.48,26061.28,24,76,2025-06-14,2025-06-18
Davao Central Branch,Small Business Micro-Loan,OFW Dependent,Medium Risk,Past Due,231586.79,18.64,38347.94,36,85,2025-04-25,2025-04-30
Quezon City Hub,Salary Loan,Self-Employed,Medium Risk,Fully Paid,120056.36,11.57,69518.58,24,75,2025-01-31,2025-02-05
Quezon City Hub,Salary Loan,Contractual,Low Risk,Active,231695.36,17.26,78814.03,12,1,2025-01-11,2025-01-15
Cebu IT Park Branch,Salary Loan,Contractual,Medium Risk,Past Due,79019.94,15.69,40761.99,24,6,2025-03-28,2025-04-02
Makati CBD Branch,Emergency Cash Loan,Contractual,High Risk,Active,96429.62,23.57,21061.88,6,25,2025-05-01,2025-05-06
Quezon City Hub,OFW Remittance Advance,Self-Employed,Low Risk,Restructured,254200.21,17.93,56058.45,24,89,2025-05-10,2025-05-14
Cebu IT Park Branch,Emergency Cash Loan,Regular,High Risk,Fully Paid,215273.47,13.92,39591.35,18,87,2025-04-15,2025-04-21
Cebu IT Park Branch,Emergency Cash Loan,Self-Employed,Low Risk,Active,458274.49,10.27,38053.16,12,75,2025-01-27,2025-02-01
Cebu IT Park Branch,Salary Loan,OFW Dependent,Low Risk,Past Due,187573.01,10.84,115785.59,24,15,2025-01-02,2025-01-07
Quezon City Hub,Small Business Micro-Loan,Self-Employed,Medium Risk,Active,294488.29,11.99,,6,22,2025-04-13,2025-04-18
Quezon City Hub,OFW Remittance Advance,Regular,Medium Risk,Active,319809.5,12.39,,12,39,2025-04-11,2025-04-16
Makati CBD Branch,Salary Loan,Regular,Medium Risk,Restructured,16416.28,21.68,58656.39,6,59,2025-01-21,2025-01-25
Makati CBD Branch,OFW Remittance Advance,OFW Dependent,High Risk,Fully Paid,335133.31,17.2,60039.16,36,72,2025-02-27,2025-03-05
Cebu IT Park Branch,Emergency Cash Loan,Contractual,Medium Risk,Fully Paid,97237.62,16.61,71795.03,18,31,2025-05-13,2025-05-19
Cebu IT Park Branch,OFW Remittance Advance,Regular,Medium Risk,Active,480924.46,10.28,88125.13,36,14,2025-06-29,2025-07-01
Quezon City Hub,OFW Remittance Advance,Regular,Low Risk,Active,82844.74,21.83,88725.34,18,12,2025-06-22,2025-06-27
Quezon City Hub,Small Business Micro-Loan,Regular,Medium Risk,Restructured,213165.82,19.7,33027.86,24,4,2025-03-26,2025-03-31
Makati CBD Branch,Salary Loan,OFW Dependent,Medium Risk,Active,51821.34,9.55,67511.84,12,74,2025-04-03,2025-04-05
Makati CBD Branch,OFW Remittance Advance,Regular,Medium Risk,Restructured,498468.38,19.47,58255.6,24,73,2025-01-20,2025-01-26
Davao Central Branch,OFW Remittance Advance,Contractual,Medium Risk,Fully Paid,256075.56,16.92,106405.33,18,51,2025-03-02,2025-03-05
Makati CBD Branch,Emergency Cash Loan,OFW Dependent,Low Risk,Fully Paid,301738.66,9.77,81298.99,18,76,2025-02-07,2025-02-10
Quezon City Hub,Emergency Cash Loan,Contractual,Medium Risk,Restructured,42867.47,15.6,70912.93,18,40,2025-05-28,2025-06-03
Cebu IT Park Branch,OFW Remittance Advance,Regular,Low Risk,Active,377480.63,16.01,27116.44,6,52,2025-01-25,2025-01-30
Davao Central Branch,Salary Loan,Regular,High Risk,Fully Paid,112853.74,11.07,78591.98,12,49,2025-05-10,2025-05-13
Makati CBD Branch,OFW Remittance Advance,Contractual,Medium Risk,Past Due,450046.6,23.16,27306.41,24,14,2025-05-01,2025-05-05
Makati CBD Branch,OFW Remittance Advance,OFW Dependent,Medium Risk,Restructured,110518.42,21.67,50406.69,24,6,2025-06-09,2025-06-13
Quezon City Hub,Small Business Micro-Loan,OFW Dependent,Medium Risk,Fully Paid,103436.98,18.87,29998.41,36,39,2025-01-26,2025-01-28
Davao Central Branch,Salary Loan,Contractual,Low Risk,Fully Paid,27909.34,15.67,87667.73,18,27,2025-06-18,2025-06-24
Makati CBD Branch,Small Business Micro-Loan,Regular,Medium Risk,Fully Paid,241312.8,14.88,36656.47,18,31,2025-03-08,2025-03-14
Cebu IT Park Branch,Salary Loan,Self-Employed,Medium Risk,Past Due,286772.16,18.59,56145.23,18,14,2025-01-01,2025-01-04
Quezon City Hub,Salary Loan,Contractual,High Risk,Past Due,42197.23,16.95,109045.85,24,84,2025-02-20,2025-02-25
Davao Central Branch,Salary Loan,Contractual,Low Risk,Past Due,390008.53,9.47,36453.22,36,69,2025-01-05,2025-01-11
Makati CBD Branch,Small Business Micro-Loan,Contractual,Low Risk,Active,232111.53,16.44,68319.53,6,64,2025-01-13,2025-01-16
Makati CBD Branch,Small Business Micro-Loan,Regular,High Risk,Restructured,266951.23,21.0,59023.52,12,3,2025-05-27,2025-05-30
Davao Central Branch,Small Business Micro-Loan,OFW Dependent,Low Risk,Active,225973.75,15.62,,6,10,2025-05-20,2025-05-26
Quezon City Hub,Emergency Cash Loan,Regular,Medium Risk,Past Due,206373.9,9.31,98239.6,24,25,2025-02-17,2025-02-20
Davao Central Branch,Small Business Micro-Loan,Contractual,Medium Risk,Restructured,284223.76,20.69,22249.82,18,60,2025-06-02,2025-06-04
Davao Central Branch,Emergency Cash Loan,Regular,High Risk,Active,86067.72,11.62,64796.78,12,36,2025-02-26,2025-02-28
Quezon City Hub,Emergency Cash Loan,Regular,Low Risk,Active,99144.78,12.51,73871.22,24,22,2025-04-25,2025-05-01
Makati CBD Branch,Emergency Cash Loan,Contractual,Low Risk,Active,432274.95,11.05,80984.78,24,84,2025-02-04,2025-02-09
Cebu IT Park Branch,OFW Remittance Advance,Regular,Low Risk,Past Due,473596.58,13.62,87306.32,24,39,2025-03-17,2025-03-19
Quezon City Hub,OFW Remittance Advance,Self-Employed,High Risk,Fully Paid,192921.56,20.23,41593.6,12,76,2025-04-04,2025-04-06
Cebu IT Park Branch,OFW Remittance Advance,Regular,Medium Risk,Restructured,142664.89,16.55,16047.77,12,22,2025-01-05,2025-01-11
Makati CBD Branch,Emergency Cash Loan,Regular,High Risk,Past Due,325559.78,11.68,90961.58,36,15,2025-01-22,2025-01-26
Davao Central Branch,Emergency Cash Loan,OFW Dependent,Medium Risk,Restructured,210279.74,22.11,71243.94,36,60,2025-04-13,2025-04-16
Cebu IT Park Branch,Salary Loan,OFW Dependent,High Risk,Past Due,22439.31,22.13,102792.36,6,67,2025-06-24,2025-06-26
Makati CBD Branch,Emergency Cash Loan,Contractual,Medium Risk,Active,86514.77,21.99,101245.78,12,79,2025-05-11,2025-05-15
Makati CBD Branch,OFW Remittance Advance,Contractual,Low Risk,Active,360826.39,12.2,103549.25,12,30,2025-05-04,2025-05-09
Davao Central Branch,Emergency Cash Loan,OFW Dependent,Low Risk,Fully Paid,332872.73,15.49,65934.94,12,52,2025-02-22,2025-02-26
Davao Central Branch,Emergency Cash Loan,Self-Employed,Low Risk,Fully Paid,23277.04,23.77,50030.98,36,24,2025-06-08,2025-06-14
Makati CBD Branch,Salary Loan,Regular,High Risk,Restructured,118766.36,20.47,98113.61,24,43,2025-03-10,2025-03-15
Makati CBD Branch,Emergency Cash Loan,Self-Employed,High Risk,Fully Paid,123226.65,8.92,62385.88,18,11,2025-04-14,2025-04-19
Cebu IT Park Branch,Small Business Micro-Loan,Self-Employed,High Risk,Fully Paid,339227.44,9.51,34261.43,36,89,2025-06-10,2025-06-14
Makati CBD Branch,Salary Loan,OFW Dependent,Low Risk,Restructured,19658.16,15.69,104772.27,12,8,2025-06-27,2025-07-03
Makati CBD Branch,Emergency Cash Loan,Contractual,Medium Risk,Past Due,61013.21,22.59,107668.79,36,11,2025-01-16,2025-01-18
Cebu IT Park Branch,Emergency Cash Loan,Regular,Low Risk,Fully Paid,401958.88,16.85,63962.52,6,68,2025-04-26,2025-04-30
Quezon City Hub,Salary Loan,Contractual,Low Risk,Past Due,97486.88,16.22,22948.47,12,53,2025-03-17,2025-03-19
Cebu IT Park Branch,Emergency Cash Loan,Self-Employed,Medium Risk,Active,329845.59,10.13,55721.74,6,53,2025-04-19,2025-04-23
Cebu IT Park Branch,OFW Remittance Advance,Self-Employed,Medium Risk,Fully Paid,126709.56,18.68,99371.45,12,27,2025-02-08,2025-02-10
Davao Central Branch,Small Business Micro-Loan,Contractual,Medium Risk,Active,58726.28,21.24,109686.27,36,55,2025-03-30,2025-04-03
Cebu IT Park Branch,Small Business Micro-Loan,Contractual,Medium Risk,Active,129154.37,14.4,36364.64,24,68,2025-06-23,2025-06-28
Makati CBD Branch,OFW Remittance Advance,OFW Dependent,Low Risk,Past Due,363910.8,20.52,22032.23,18,76,2025-04-22,2025-04-25
Makati CBD Branch,Emergency Cash Loan,Contractual,High Risk,Restructured,429291.27,23.45,107121.8,6,57,2025-02-16,2025-02-21
Makati CBD Branch,Emergency Cash Loan,Contractual,Low Risk,Fully Paid,416807.73,11.66,55887.52,36,77,2025-06-21,2025-06-23
Quezon City Hub,Small Business Micro-Loan,OFW Dependent,Medium Risk,Past Due,204619.93,16.61,71884.9,24,74,2025-05-17,2025-05-23
Makati CBD Branch,Emergency Cash Loan,Contractual,High Risk,Restructured,337361.72,12.95,116646.91,36,41,2025-05-08,2025-05-13
Quezon City Hub,Small Business Micro-Loan,Self-Employed,High Risk,Active,110442.3,20.79,21989.3,6,37,2025-06-27,2025-06-30
Makati CBD Branch,Small Business Micro-Loan,Contractual,Low Risk,Fully Paid,153642.39,17.45,83073.39,18,67,2025-03-18,2025-03-20
Cebu IT Park Branch,OFW Remittance Advance,Regular,Low Risk,Active,449204.55,18.34,22781.07,36,52,2025-01-15,2025-01-20
Davao Central Branch,Small Business Micro-Loan,Self-Employed,Low Risk,Active,16370.94,20.87,54424.24,12,32,2025-02-05,2025-02-09
Makati CBD Branch,Emergency Cash Loan,OFW Dependent,High Risk,Fully Paid,51899.18,14.64,99400.53,24,70,2025-03-04,2025-03-10
Quezon City Hub,Emergency Cash Loan,Self-Employed,High Risk,Restructured,111864.27,22.68,60514.58,36,55,2025-03-10,2025-03-12
Quezon City Hub,Salary Loan,OFW Dependent,High Risk,Restructured,23000.78,16.76,119704.15,24,71,2025-06-18,2025-06-23
Davao Central Branch,Emergency Cash Loan,Regular,Medium Risk,Fully Paid,98903.36,10.95,73701.22,12,50,2025-03-15,2025-03-17
Makati CBD Branch,Salary Loan,Regular,Medium Risk,Fully Paid,295690.36,19.29,48722.03,18,73,2025-01-24,2025-01-28
Cebu IT Park Branch,Small Business Micro-Loan,Self-Employed,Low Risk,Past Due,216498.03,20.8,38111.69,18,42,2025-02-18,2025-02-21
Makati CBD Branch,Emergency Cash Loan,Contractual,High Risk,Past Due,447409.14,13.41,51804.66,12,14,2025-05-26,2025-05-31
Makati CBD Branch,OFW Remittance Advance,Self-Employed,Low Risk,Active,410547.35,21.79,54115.99,24,37,2025-01-07,2025-01-09
Davao Central Branch,OFW Remittance Advance,Self-Employed,High Risk,Fully Paid,177490.5,22.55,22214.94,36,14,2025-01-04,2025-01-06
Makati CBD Branch,OFW Remittance Advance,Regular,Low Risk,Restructured,137117.48,12.79,53805.29,12,4,2025-03-31,2025-04-02
Cebu IT Park Branch,Small Business Micro-Loan,OFW Dependent,Medium Risk,Active,196049.28,23.74,63745.04,6,82,2025-03-01,2025-03-04
Quezon City Hub,Small Business Micro-Loan,Self-Employed,High Risk,Active,299244.52,10.68,90887.46,24,53,2025-02-24,2025-02-26
Davao Central Branch,Salary Loan,Contractual,Medium Risk,Active,141351.18,11.63,83956.6,18,50,2025-01-16,2025-01-22
Cebu IT Park Branch,OFW Remittance Advance,Regular,High Risk,Active,315832.96,11.36,89420.39,12,9,2025-01-29,2025-02-04
Quezon City Hub,Salary Loan,Self-Employed,Low Risk,Restructured,210611.71,22.36,15878.19,18,11,2025-05-31,2025-06-02
Davao Central Branch,Salary Loan,Self-Employed,High Risk,Active,280503.12,18.64,37855.08,24,3,2025-01-14,2025-01-20
Davao Central Branch,Emergency Cash Loan,Contractual,Medium Risk,Fully Paid,223702.0,10.86,84476.85,18,17,2025-03-20,2025-03-25
Quezon City Hub,Emergency Cash Loan,Self-Employed,High Risk,Past Due,154288.22,15.33,65818.88,12,79,2025-06-26,2025-07-02
Quezon City Hub,OFW Remittance Advance,Self-Employed,Low Risk,Restructured,474742.12,18.04,15557.91,24,35,2025-02-02,2025-02-04
Cebu IT Park Branch,Small Business Micro-Loan,Self-Employed,High Risk,Fully Paid,384166.84,9.79,99471.94,6,24,2025-06-02,2025-06-06
Makati CBD Branch,Emergency Cash Loan,Self-Employed,Medium Risk,Fully Paid,78655.46,22.18,96145.01,12,86,2025-01-21,2025-01-26
Makati CBD Branch,Small Business Micro-Loan,Contractual,Low Risk,Fully Paid,435549.31,20.96,72584.01,36,75,2025-05-25,2025-05-28
Makati CBD Branch,Salary Loan,Self-Employed,Medium Risk,Past Due,248841.29,16.33,21978.65,12,35,2025-01-23,2025-01-25
Makati CBD Branch,Salary Loan,Self-Employed,High Risk,Past Due,,23.49,95484.08,24,66,2025-02-26,2025-03-01
Makati CBD Branch,Salary Loan,Self-Employed,Medium Risk,Past Due,401929.08,14.98,76289.93,12,8,2025-05-22,2025-05-26
Cebu IT Park Branch,Salary Loan,Regular,High Risk,Fully Paid,218354.62,23.75,97105.8,6,60,2025-04-03,2025-04-06
Davao Central Branch,OFW Remittance Advance,Contractual,Low Risk,Past Due,21009.96,18.85,93933.43,6,52,2025-01-20,2025-01-22
Cebu IT Park Branch,Salary Loan,Regular,Medium Risk,Active,141651.91,18.34,99315.22,36,17,2025-06-07,2025-06-09
Cebu IT Park Branch,Emergency Cash Loan,Regular,Medium Risk,Past Due,275400.77,11.07,69390.85,18,42,2025-01-19,2025-01-23
Cebu IT Park Branch,Salary Loan,Contractual,High Risk,Restructured,320404.33,22.17,29734.07,24,34,2025-04-13,2025-04-15
Davao Central Branch,Small Business Micro-Loan,Regular,Medium Risk,Fully Paid,136364.97,15.13,85471.53,24,62,2025-03-18,2025-03-22
Cebu IT Park Branch,Emergency Cash Loan,Regular,Medium Risk,Fully Paid,78284.48,11.01,80149.75,18,77,2025-05-31,2025-06-04
Cebu IT Park Branch,Small Business Micro-Loan,Regular,Low Risk,Active,419115.82,8.7,92936.58,6,3,2025-02-02,2025-02-04
Davao Central Branch,Small Business Micro-Loan,Contractual,High Risk,Past Due,492357.07,17.18,,6,40,2025-01-18,2025-01-24
Cebu IT Park Branch,OFW Remittance Advance,Self-Employed,High Risk,Past Due,267588.19,16.67,35472.4,12,44,2025-03-14,2025-03-18
Makati CBD Branch,OFW Remittance Advance,OFW Dependent,Low Risk,Restructured,94122.85,19.65,108493.0,36,49,2025-06-10,2025-06-12
Quezon City Hub,Small Business Micro-Loan,OFW Dependent,Low Risk,Active,143430.59,22.3,93747.67,36,78,2025-06-09,2025-06-15
Cebu IT Park Branch,Small Business Micro-Loan,Contractual,High Risk,Restructured,,9.73,110363.99,36,27,2025-01-17,2025-01-21
Quezon City Hub,Salary Loan,OFW Dependent,Low Risk,Restructured,458006.42,19.84,94665.11,12,41,2025-01-19,2025-01-25
Cebu IT Park Branch,Emergency Cash Loan,Contractual,Low Risk,Fully Paid,,11.4,77701.31,36,79,2025-03-11,2025-03-16
Cebu IT Park Branch,Salary Loan,Contractual,Low Risk,Fully Paid,292493.07,21.8,83683.94,18,75,2025-04-30,2025-05-05
Makati CBD Branch,OFW Remittance Advance,OFW Dependent,High Risk,Past Due,144287.06,21.2,108358.43,12,68,2025-04-11,2025-04-17
Davao Central Branch,OFW Remittance Advance,Regular,Low Risk,Past Due,281547.22,16.88,75774.71,18,0,2025-02-03,2025-02-07
Quezon City Hub,Salary Loan,Self-Employed,Medium Risk,Restructured,329195.99,19.51,81401.09,12,38,2025-03-25,2025-03-27
Davao Central Branch,Emergency Cash Loan,OFW Dependent,Medium Risk,Past Due,416573.48,13.37,31430.06,36,89,2025-06-02,2025-06-05
Makati CBD Branch,Small Business Micro-Loan,OFW Dependent,High Risk,Restructured,111146.42,15.8,64761.73,18,16,2025-03-15,2025-03-17
Makati CBD Branch,Salary Loan,OFW Dependent,Low Risk,Past Due,15387.96,21.24,90221.7,18,87,2025-03-29,2025-04-01
Quezon City Hub,OFW Remittance Advance,OFW Dependent,Medium Risk,Past Due,77073.96,15.62,43448.98,18,34,2025-03-26,2025-03-29
Davao Central Branch,Emergency Cash Loan,Contractual,High Risk,Fully Paid,451009.13,14.05,36236.69,12,45,2025-01-11,2025-01-15
Makati CBD Branch,OFW Remittance Advance,Contractual,Medium Risk,Fully Paid,438206.14,16.16,47951.81,24,41,2025-04-01,2025-04-07
Cebu IT Park Branch,Emergency Cash Loan,Self-Employed,Low Risk,Fully Paid,302732.42,21.34,40357.57,36,38,2025-05-24,2025-05-26
Cebu IT Park Branch,Emergency Cash Loan,Self-Employed,High Risk,Fully Paid,304253.26,13.7,37565.83,18,89,2025-05-07,2025-05-13
Cebu IT Park Branch,Emergency Cash Loan,OFW Dependent,Medium Risk,Active,335867.97,11.19,59609.34,24,48,2025-04-23,2025-04-28
Davao Central Branch,Salary Loan,OFW Dependent,High Risk,Fully Paid,95931.93,19.54,110323.04,36,61,2025-03-21,2025-03-25
Cebu IT Park Branch,Salary Loan,OFW Dependent,Medium Risk,Active,458061.85,21.3,68241.26,36,37,2025-01-07,2025-01-11
Cebu IT Park Branch,Salary Loan,Self-Employed,Medium Risk,Fully Paid,215197.56,10.06,34731.64,18,22,2025-01-16,2025-01-21
Makati CBD Branch,Emergency Cash Loan,OFW Dependent,Low Risk,Past Due,197737.88,12.22,23082.03,18,21,2025-01-16,2025-01-18
Makati CBD Branch,Emergency Cash Loan,Regular,Low Risk,Restructured,264269.68,10.7,88096.4,12,3,2025-06-17,2025-06-22
Cebu IT Park Branch,OFW Remittance Advance,Self-Employed,Medium Risk,Past Due,33013.32,13.89,55193.87,24,48,2025-01-12,2025-01-14
Cebu IT Park Branch,Small Business Micro-Loan,Regular,High Risk,Past Due,91478.85,15.48,101292.25,24,58,2025-02-04,2025-02-07
Makati CBD Branch,Salary Loan,OFW Dependent,High Risk,Active,371636.47,20.11,84248.63,18,72,2025-01-21,2025-01-25
Quezon City Hub,Emergency Cash Loan,Contractual,Low Risk,Fully Paid,50571.35,18.59,98605.35,36,67,2025-06-27,2025-06-29
Davao Central Branch,OFW Remittance Advance,Regular,Medium Risk,Restructured,305544.53,18.12,43554.33,18,70,2025-06-20,2025-06-26
Davao Central Branch,OFW Remittance Advance,Self-Employed,Low Risk,Restructured,130221.06,13.96,87697.69,36,86,2025-01-17,2025-01-23
Makati CBD Branch,OFW Remittance Advance,Regular,Medium Risk,Fully Paid,200754.85,21.54,42726.51,36,1,2025-02-01,2025-02-05
Davao Central Branch,Salary Loan,Self-Employed,Medium Risk,Active,151459.93,15.8,113602.19,18,48,2025-02-10,2025-02-15
Makati CBD Branch,Salary Loan,OFW Dependent,Low Risk,Active,184279.63,23.68,81819.3,6,87,2025-05-14,2025-05-19
Makati CBD Branch,Small Business Micro-Loan,Regular,High Risk,Active,,18.33,49073.74,24,30,2025-01-27,2025-01-29
Makati CBD Branch,OFW Remittance Advance,Contractual,Low Risk,Restructured,155589.64,10.46,43298.75,36,39,2025-05-28,2025-06-02
Makati CBD Branch,Salary Loan,Regular,Medium Risk,Active,287538.27,18.98,35047.29,36,47,2025-06-02,2025-06-06
Quezon City Hub,OFW Remittance Advance,Contractual,Low Risk,Active,243264.7,13.54,87937.3,6,50,2025-03-07,2025-03-09
Cebu IT Park Branch,Emergency Cash Loan,Self-Employed,High Risk,Restructured,335198.87,19.14,37965.14,12,42,2025-05-17,2025-05-20
Cebu IT Park Branch,OFW Remittance Advance,OFW Dependent,High Risk,Restructured,469046.57,9.58,77506.84,6,54,2025-04-02,2025-04-07
Quezon City Hub,Small Business Micro-Loan,OFW Dependent,Medium Risk,Past Due,368960.33,11.21,42786.68,6,87,2025-03-02,2025-03-07
Davao Central Branch,Salary Loan,Contractual,Low Risk,Restructured,,21.76,,36,48,2025-06-15,2025-06-17
Davao Central Branch,Emergency Cash Loan,Self-Employed,High Risk,Fully Paid,,12.02,100568.67,24,89,2025-01-03,2025-01-09
Cebu IT Park Branch,Salary Loan,OFW Dependent,Low Risk,Restructured,138509.38,21.47,96692.65,6,79,2025-04-13,2025-04-18
Davao Central Branch,Emergency Cash Loan,Self-Employed,High Risk,Restructured,301588.19,12.83,94889.39,12,56,2025-02-24,2025-02-28
Cebu IT Park Branch,OFW Remittance Advance,Contractual,Medium Risk,Active,35198.65,18.46,34710.85,18,76,2025-01-01,2025-01-06
Cebu IT Park Branch,OFW Remittance Advance,Contractual,Medium Risk,Past Due,253219.46,19.26,24280.42,6,14,2025-04-11,2025-04-14
Quezon City Hub,Small Business Micro-Loan,Regular,Low Risk,Active,302453.0,16.45,88389.63,6,26,2025-02-14,2025-02-19
Davao Central Branch,Small Business Micro-Loan,OFW Dependent,Medium Risk,Past Due,173779.51,13.23,53676.46,12,67,2025-06-24,2025-06-30
Quezon City Hub,Emergency Cash Loan,OFW Dependent,High Risk,Active,387746.98,11.8,60396.35,24,79,2025-01-26,2025-01-31
Cebu IT Park Branch,Small Business Micro-Loan,Regular,Medium Risk,Fully Paid,62233.14,9.01,18270.65,6,63,2025-05-01,2025-05-03
Cebu IT Park Branch,Small Business Micro-Loan,Contractual,High Risk,Active,46817.51,13.21,42255.53,6,29,2025-05-22,2025-05-27
Cebu IT Park Branch,Small Business Micro-Loan,Contractual,High Risk,Active,366812.49,18.62,18536.02,24,35,2025-02-15,2025-02-21
Makati CBD Branch,Small Business Micro-Loan,Contractual,Medium Risk,Fully Paid,252790.74,23.04,107314.51,12,66,2025-05-02,2025-05-04
Makati CBD Branch,OFW Remittance Advance,Contractual,High Risk,Fully Paid,347317.17,22.0,40556.65,6,85,2025-01-31,2025-02-04
Makati CBD Branch,Small Business Micro-Loan,Self-Employed,High Risk,Restructured,223065.4,20.37,73520.4,24,85,2025-02-28,2025-03-02
Quezon City Hub,OFW Remittance Advance,OFW Dependent,Low Risk,Active,130737.0,20.72,19092.83,6,48,2025-01-29,2025-02-01
Cebu IT Park Branch,OFW Remittance Advance,OFW Dependent,Low Risk,Fully Paid,411360.14,18.81,85018.98,18,75,2025-04-16,2025-04-18
Davao Central Branch,Salary Loan,Contractual,Low Risk,Fully Paid,401713.78,12.53,48917.87,36,54,2025-01-17,2025-01-21
Quezon City Hub,OFW Remittance Advance,Contractual,Medium Risk,Restructured,350401.27,22.56,109281.51,18,84,2025-05-22,2025-05-27
Quezon City Hub,OFW Remittance Advance,Contractual,Low Risk,Past Due,143351.12,18.9,108252.41,6,55,2025-06-13,2025-06-15
Quezon City Hub,Small Business Micro-Loan,OFW Dependent,High Risk,Fully Paid,,17.19,49155.51,12,67,2025-01-24,2025-01-26
Davao Central Branch,OFW Remittance Advance,OFW Dependent,Medium Risk,Fully Paid,186877.21,10.22,109600.89,36,43,2025-04-19,2025-04-21
Cebu IT Park Branch,Emergency Cash Loan,Contractual,Medium Risk,Active,54875.22,15.43,119596.56,18,30,2025-04-01,2025-04-03
Makati CBD Branch,Small Business Micro-Loan,Self-Employed,Medium Risk,Restructured,459483.65,15.64,101668.64,24,57,2025-01-25,2025-01-29
Cebu IT Park Branch,Small Business Micro-Loan,Regular,Medium Risk,Active,77041.13,21.9,103711.49,12,86,2025-02-01,2025-02-07
Cebu IT Park Branch,Small Business Micro-Loan,Regular,High Risk,Past Due,475616.3,16.97,41145.92,18,52,2025-04-26,2025-05-02
Quezon City Hub,Salary Loan,Regular,High Risk,Restructured,228542.83,14.4,75553.75,24,83,2025-03-23,2025-03-25
